SBD,HoTen,NgaySinh,KV,DT,UT,Toan,Van,Ly,Hoa,Sinh,Su,Dia,Anh,Nga,Phap,Trung,Duc,Nhat
BKT062945,Duong Van Cao,2/16/1997,KV3,Khong,Khong,9,6,6.5,NA,NA,NA,NA,3.5,NA,NA,NA,NA,NA
TLA067711,Vu Xuan Cao,5/17/1997,KV2,Khong,Khong,9,6.75,4.5,6.5,8.25,NA,NA,NA,NA,NA,NA,NA,NA
CON044956,Pham Van Thang,6/16/1997,KV2,Khong,Khong,4,8,7.25,NA,NA,NA,NA,5.5,NA,NA,NA,NA,NA
SPB080027,Phan Van Hung,9/17/1997,KV2,Khong,Khong,5,4.25,6.5,NA,NA,NA,NA,8.75,NA,NA,NA,NA,NA
CON024499,Le Thi Huong,10/7/1997,KV1,Khong,Khong,6.25,7,6.5,4.75,6.75,NA,5,NA,NA,NA,NA,NA,NA
TLA039096,Nguyen Van Sang,5/24/1997,KV3,Khong,Khong,4.75,NA,8,5.25,NA,NA,NA,NA,NA,NA,NA,NA,NA
KTA000035,Tran Thi Tuan,7/2/1997,KV3,Khong,Khong,8.25,NA,5,NA,NA,8.25,NA,2.75,NA,NA,NA,NA,NA
TMA036937,Tran Thi Ha,3/31/1997,KV2,Khong,Khong,6.5,6.75,3.5,8.5,8.5,NA,NA,4.75,NA,NA,NA,NA,NA
CON021260,Nguyen Dang Tuan,2/27/1997,KV3,Khong,Khong,8,4.5,NA,8.75,6.5,NA,NA,6.25,NA,NA,NA,NA,NA
BKT079918,Pham Thi Huong,10/23/1997,KV2-NT,Khong,Khong,6.25,6.25,6.5,5.75,NA,NA,NA,6.5,NA,NA,NA,NA,NA
SPB045462,Le Thi Tuan,10/23/1997,KV2,Khong,Khong,6.25,5.75,NA,6.75,NA,NA,NA,8.25,NA,NA,NA,NA,NA
TMA043700,Nguyen Van Nguyet,4/9/1997,KV2-NT,Khong,Khong,7,7.25,6.5,8.25,NA,NA,7,4,NA,NA,NA,NA,NA
TMA003853,Nguyen Van Tuan,8/16/1997,KV2-NT,Khong,Khong,8.25,7.75,3.75,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
TMA022218,Nguyen Van Khoa,11/25/1997,KV2,Khong,Khong,8.25,4.5,NA,5.25,NA,8,NA,7.25,NA,NA,NA,NA,NA
ABC072475,Tran Nhu Sang,12/6/1997,KV2,Khong,Khong,6.5,5,NA,NA,4.5,NA,NA,9.5,NA,NA,NA,NA,NA
BKT087177,Nguyen Thi Dung,1/6/1997,KV2-NT,Khong,Khong,8.25,6,NA,8.25,NA,NA,NA,4.25,NA,NA,NA,NA,NA
TMA087281,Ngo Minh Nga,4/16/1997,KV1,Khong,Khong,4.75,6.5,5,7,NA,6.5,NA,6.75,NA,NA,NA,NA,NA
TMA056996,Nguyen Van Huong,4/16/1997,KV2,Khong,Khong,8.25,5.25,NA,6.75,NA,NA,NA,5.5,NA,NA,NA,NA,NA
BKT074373,Nguyen Thi Ha,3/12/1997,KV2-NT,Khong,Khong,7.25,4.5,7,NA,NA,NA,NA,6.5,NA,NA,NA,NA,NA
ABC039157,Nguyen Van Thang,1/7/1997,KV3,Khong,Khong,5.75,6.25,7.5,8,NA,NA,NA,4.75,NA,NA,NA,NA,NA
TMA001759,Hoang Hai Sang,6/21/1997,KV2-NT,Khong,Khong,8.25,3.75,5.75,7.75,NA,NA,NA,NA,NA,NA,NA,NA,NA
BKT072487,Nguyen Thi Cao,8/21/1997,KV2-NT,Khong,Khong,6.5,6.75,4,NA,5.25,NA,NA,7.5,NA,NA,NA,NA,NA
KTA089526,Hoang Van Anh,1/16/1997,KV1,Khong,Khong,5.75,6.25,7.75,NA,NA,NA,9,4,NA,NA,NA,NA,NA
TMA051950,Nguyen Van Hoa,11/27/1997,KV2,Khong,Khong,6.25,7.25,3,NA,8.75,NA,5.25,5.5,NA,NA,NA,NA,NA
TMA011942,Phan Van Phuong,7/10/1997,KV2-NT,Khong,Khong,4.75,6.5,8.75,NA,NA,NA,NA,4.25,NA,NA,NA,NA,NA
TLA075169,Ho Thi Khoa,3/4/1997,KV2-NT,Khong,Khong,4,NA,7.5,7.75,NA,NA,NA,NA,NA,NA,NA,NA,NA
KTA098259,Nguyen Hai Giang,7/20/1997,KV2,Khong,Khong,6.75,7.5,NA,7.25,NA,NA,NA,7.75,NA,NA,NA,NA,NA
CON015659,Nguyen Nhu Cao,5/17/1997,KV2-NT,Khong,Khong,5.75,4,5.75,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
CON015619,Tran Thi Tuan,11/5/1997,KV2,Khong,Khong,5.75,7,8,7.5,NA,NA,7,3,NA,NA,NA,NA,NA
KTA058860,Pham Van Hue,4/7/1997,KV2-NT,Khong,Khong,5,6,6.5,NA,6.5,NA,NA,9.5,NA,NA,NA,NA,NA
BKT009860,Do Thi Khoa,4/25/1997,KV3,Khong,Khong,6.5,5.5,NA,6.75,NA,NA,NA,5.75,NA,NA,NA,NA,NA
KTA059242,Tran Thi Kiem,3/1/1997,KV2-NT,Khong,Khong,5.25,7,6.75,8.75,NA,NA,7,4,NA,NA,NA,NA,NA
ABC052761,Nguyen Nhu Quan,2/15/1997,KV2-NT,Khong,Khong,1.25,6,6.25,6.5,7,NA,7.75,9,NA,NA,NA,NA,NA
BKT070418,Tran Xuan Hai,8/14/1997,KV2-NT,Khong,Khong,6.75,NA,6.25,5,7.5,NA,4.75,5.75,NA,NA,NA,NA,NA
BKT026705,Nguyen Minh Hai,2/19/1997,KV3,Khong,Khong,7.5,5.75,6.75,7.5,5.5,NA,NA,NA,NA,NA,NA,NA,NA
KTA088178,Tran Van Tuan,4/27/1997,KV2-NT,Khong,Khong,7.25,6.25,6.25,8.5,NA,NA,7,3.75,NA,NA,NA,NA,NA
TMA024561,Pham Thi Ha,1/14/1997,KV2-NT,Khong,Khong,7.5,6.5,4,7,NA,NA,NA,8.25,NA,NA,NA,NA,NA
SPB008953,Tran Van Anh,12/8/1997,KV2-NT,Khong,Khong,7.5,5.5,6.5,5.5,NA,NA,NA,6.75,NA,NA,NA,NA,NA
SPB001583,Hoang Van Huong,10/18/1997,KV3,Khong,Khong,6.25,3,6.5,NA,NA,NA,NA,8.5,NA,NA,NA,NA,NA
KTA059442,Nguyen Van Hao,1/12/1997,KV2,Khong,Khong,7,6.75,3.75,6.5,NA,NA,8.75,NA,NA,NA,NA,NA,NA
ABC085456,Tran Thi Ha,12/5/1997,KV3,Khong,Khong,6.75,5.75,7.5,5.25,8.25,NA,NA,2.75,NA,NA,NA,NA,NA
TLA074988,Nguyen Van Giang,12/21/1997,KV2-NT,Khong,Khong,6.25,5.75,NA,7,NA,2.75,NA,8.5,NA,NA,NA,NA,NA
KTA023437,Pham Dang Anh,10/8/1997,KV3,Khong,Khong,7.75,NA,6.25,NA,NA,NA,7,3,NA,NA,NA,NA,NA
BKT013937,Hoang Van Nguyet,6/7/1997,KV2-NT,Khong,Khong,4.75,8.5,8.25,NA,NA,NA,NA,4.25,NA,NA,NA,NA,NA
CON037742,Le Thi Ha,7/4/1997,KV2,Khong,Khong,4.5,6.75,8.5,NA,NA,NA,NA,4.5,NA,NA,NA,NA,NA
TMA059490,Hoang Van Quan,11/3/1997,KV2,Khong,Khong,7.5,5.75,6,NA,NA,NA,5.75,5,NA,NA,NA,NA,NA
ABC084573,Hoang Thi Cao,12/17/1997,KV2-NT,Khong,Khong,7.25,3.75,6.5,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
TMA062303,Pham Van Kien,5/12/1997,KV2-NT,Khong,Khong,6.5,4,7.25,7.25,NA,NA,NA,7.75,NA,NA,NA,NA,NA
ABC004471,Phan Nhu Kien,9/30/1997,KV2-NT,Khong,Khong,6.5,6.5,6.75,8.5,NA,NA,NA,5.5,NA,NA,NA,NA,NA
ABC052228,Nguyen Van Dung,5/16/1997,KV2-NT,Khong,Khong,6.25,5.75,8.25,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
CON045606,Tran Thi Hung,4/13/1997,KV2,Khong,Khong,6,4.75,NA,6.75,NA,NA,6.5,6.25,NA,NA,NA,NA,NA
SPB042390,Nguyen Thi Kien,3/12/1997,KV2-NT,Khong,Khong,7.25,6.5,NA,NA,5.5,NA,NA,5.5,NA,NA,NA,NA,NA
CON006922,Tran Thi Kien,9/13/1997,KV2-NT,Khong,Khong,7.25,6,5,6.5,5.5,NA,NA,7.25,NA,NA,NA,NA,NA
ABC085101,Vu Van Khoa,7/25/1997,KV1,Khong,Khong,8.25,5.75,6.5,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
TLA099553,Nguyen Van Ha,12/29/1997,KV2-NT,Khong,Khong,5,6.5,6,NA,NA,NA,7,7.5,NA,NA,NA,NA,NA
SPB092692,Phan Van Phuong,4/14/1997,KV2,Khong,Khong,6.25,6,6.5,5.75,2.75,9,NA,NA,NA,NA,NA,NA,NA
CON027049,Nguyen Hai Thang,10/4/1997,KV3,Khong,Khong,8.25,6,6,NA,2.5,NA,7.5,8.75,NA,NA,NA,NA,NA
BKT046795,Phan Xuan Khoa,9/9/1997,KV2-NT,Khong,Khong,8.25,4.25,6.25,NA,3.25,6.25,NA,9,NA,NA,NA,NA,NA
KTA022165,Pham Thi Giang,11/12/1997,KV2,Khong,Khong,7.5,5.25,7.25,6.5,NA,NA,4.25,8.75,NA,NA,NA,NA,NA
TMA049412,Nguyen Van Nguyet,12/11/1997,KV2,Khong,Khong,1.75,7,6.25,7.5,NA,NA,9.25,NA,NA,NA,NA,NA,NA
BKT044525,Vu Hai Giang,2/1/1997,KV2,Khong,Khong,4.25,7.5,NA,7.25,NA,8,NA,5.25,NA,NA,NA,NA,NA
KTA082793,Nguyen Van Khoa,4/8/1997,KV2-NT,Khong,Khong,4.75,NA,5,5.5,8.25,NA,6.25,8.5,NA,NA,NA,NA,NA
TLA026500,Nguyen Van Hao,11/22/1997,KV2,Khong,Khong,8.25,6.5,6.25,8.75,NA,NA,NA,NA,NA,NA,NA,NA,NA
CON022125,Nguyen Thi Hue,4/26/1997,KV2,Khong,Khong,4.75,6.75,7.25,6.25,NA,NA,9.25,3,NA,NA,NA,NA,NA
CON015716,Nguyen Xuan Huong,2/24/1997,KV2,Khong,Khong,8,4.75,NA,6.5,8.5,NA,6.25,4,NA,NA,NA,NA,NA
CON032120,Tran Thi Hai,6/13/1997,KV2-NT,Khong,Khong,6.25,6.5,7.5,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
TLA059077,Hoang Minh Hue,11/28/1997,KV2,Khong,Khong,6.5,4.5,8,6.5,NA,NA,9.5,5.75,NA,NA,NA,NA,NA
TLA040276,Phan Thi Khoa,10/2/1997,KV2-NT,Khong,Khong,6.5,6.25,6,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
TLA090280,Hoang Thi Thang,10/21/1997,KV2,Khong,Khong,7,5.75,5.75,7.75,NA,NA,6.5,NA,NA,NA,NA,NA,NA
KTA088839,Nguyen Thi Sang,1/26/1997,KV1,Khong,Khong,7,6,5.25,8.75,NA,NA,NA,4,NA,NA,NA,NA,NA
ABC086105,Le Van Phuong,9/12/1997,KV1,NDT1,Khong,8.75,6,8,NA,NA,NA,NA,2.5,NA,NA,NA,NA,NA
TMA020114,Pham Thi Phuong,4/23/1997,KV2-NT,Khong,Khong,6.5,5,7.5,4.5,5.5,NA,NA,8.5,NA,NA,NA,NA,NA
TMA097432,Le Van Hai,1/29/1997,KV2,Khong,Khong,8.5,7,7.75,NA,NA,NA,NA,4.5,NA,NA,NA,NA,NA
TMA023433,Nguyen Van Thang,1/13/1997,KV2-NT,Khong,Khong,7.25,6.25,5.5,7.75,NA,5.5,6.5,5.5,NA,NA,NA,NA,NA
SPB028930,Tran Thi Hoa,3/21/1997,KV2,Khong,Khong,3,NA,5,NA,NA,NA,7.75,8.25,NA,NA,NA,NA,NA
CON059881,Ngo Van Kiem,9/22/1997,KV1,Khong,Khong,7.25,5.75,8.25,NA,NA,NA,NA,5.75,NA,NA,NA,NA,NA
CON056072,Nguyen Van Hung,1/20/1997,KV2-NT,Khong,Khong,6.75,3.25,6.75,NA,6.5,NA,NA,8.5,NA,NA,NA,NA,NA
SPB063361,Tran Thi Giang,5/23/1997,KV2-NT,Khong,Khong,5.5,6.25,7.75,8.25,NA,NA,NA,3.5,NA,NA,NA,NA,NA
TLA002395,Phan Van Hue,8/6/1997,KV3,Khong,Khong,7.5,4,7.75,9,NA,8,NA,NA,NA,NA,NA,NA,NA
TLA004867,Nguyen Van Anh,10/3/1997,KV2,Khong,Khong,6.25,3.25,6.25,6.5,NA,NA,6.5,8.75,NA,NA,NA,NA,NA
KTA073625,Hoang Thi Giang,12/22/1997,KV3,Khong,Khong,5.5,6,NA,8.75,NA,NA,NA,7,NA,NA,NA,NA,NA
TMA096616,Nguyen Minh Ha,4/11/1997,KV2,Khong,Khong,5.5,4,6.5,7.25,NA,NA,NA,7.25,NA,NA,NA,NA,NA
TLA018196,Pham Van Hung,10/7/1997,KV2-NT,Khong,Khong,4,6.5,7.25,NA,NA,NA,NA,7.75,NA,NA,NA,NA,NA
TLA004487,Le Van Phuong,5/2/1997,KV2-NT,Khong,Khong,5.25,7,7.25,7.75,NA,NA,NA,4.5,NA,NA,NA,NA,NA
CON047337,Nguyen Van Nga,7/24/1997,KV2,Khong,Khong,6.5,6.75,5.25,5.5,4.75,NA,NA,7.25,NA,NA,NA,NA,NA
SPB090080,Nguyen Van Phuong,9/12/1997,KV3,Khong,Khong,6.75,5.5,8,NA,NA,NA,NA,3.75,NA,NA,NA,NA,NA
ABC048687,Nguyen Thi Nguyet,4/15/1997,KV2,Khong,Khong,6.25,6.75,NA,NA,NA,NA,6.75,6.25,NA,NA,NA,NA,NA
CON068413,Le Hai Sang,8/8/1997,KV2,Khong,Khong,4.75,NA,6.5,8.25,NA,NA,7.5,5.75,NA,NA,NA,NA,NA
ABC011806,Nguyen Van Kien,2/1/1997,KV2,Khong,Khong,6.75,5.25,6.5,5.75,NA,NA,5.5,8,NA,NA,NA,NA,NA
TLA058190,Nguyen Van Cao,12/30/1997,KV2,Khong,Khong,6,4.5,8.25,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
ABC026925,Phan Van Cao,7/6/1997,KV2,Khong,Khong,7,6.75,NA,5.75,NA,NA,NA,6.5,NA,NA,NA,NA,NA
KTA080789,Nguyen Van Quan,3/21/1997,KV3,Khong,Khong,5.75,7.25,7.75,6.75,NA,NA,NA,2.5,NA,NA,NA,NA,NA
BKT079752,Hoang Thi Kiem,1/26/1997,KV2,Khong,Khong,7.5,4.75,8,8,NA,NA,NA,4.25,NA,NA,NA,NA,NA
KTA076898,Le Thi Tuan,1/8/1997,KV2-NT,Khong,Khong,7.5,7.5,6.5,5.75,NA,4,NA,5.5,NA,NA,NA,NA,NA
TMA028068,Pham Thi Tuan,8/21/1997,KV3,Khong,Khong,5.5,4.5,7.75,NA,5.5,NA,NA,7.25,NA,NA,NA,NA,NA
SPB052980,Nguyen Thi Kien,3/13/1997,KV2-NT,Khong,Khong,6,6.5,6,8.75,6,NA,5,3.75,NA,NA,NA,NA,NA
TLA049406,Duong Thi Kien,1/5/1997,KV2-NT,Khong,Khong,8.5,5,7.25,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
BKT080473,Nguyen Hai Nga,12/21/1997,KV2,Khong,Khong,6.5,5.5,8.25,4.5,4.5,NA,NA,7,NA,NA,NA,NA,NA
TLA014883,Nguyen Van Anh,6/10/1997,KV2-NT,Khong,Khong,5.5,6.75,5.25,7.5,5,NA,NA,6.5,NA,NA,NA,NA,NA
ABC096577,Le Hai Nga,4/25/1997,KV2-NT,Khong,Khong,6.5,6,5.75,7.5,NA,5,NA,NA,NA,NA,NA,NA,NA
TLA097814,Nguyen Van Huong,4/27/1997,KV3,Khong,Khong,8,6,5.25,7.75,NA,NA,7.25,2,NA,NA,NA,NA,NA
BKT066726,Nguyen Thi Hao,5/11/1997,KV2-NT,Khong,Khong,7,6.25,7.25,NA,NA,NA,NA,8.5,NA,NA,NA,NA,NA
CON006911,Pham Xuan Hue,5/27/1997,KV1,Khong,Khong,7.5,5.25,6.5,8.25,NA,NA,NA,2.5,NA,NA,NA,NA,NA
TLA050928,Nguyen Thi Anh,2/18/1997,KV2,Khong,Khong,6.5,NA,8.5,7.25,NA,8,NA,NA,NA,NA,NA,NA,NA
SPB035393,Le Thi Hai,6/9/1997,KV2-NT,Khong,Khong,7.25,6.25,4.5,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
CON045952,Pham Thi Hoa,3/13/1997,KV2-NT,Khong,Khong,7.25,7.5,5.5,7.5,NA,NA,NA,3.75,NA,NA,NA,NA,NA
TMA022104,Pham Thi Sang,7/7/1997,KV2,Khong,Khong,9,6.25,6.5,NA,NA,NA,8,3,NA,NA,NA,NA,NA
ABC090027,Nguyen Van Thang,3/8/1997,KV2-NT,Khong,Khong,6.75,NA,7.5,8.25,NA,5.25,NA,3.75,NA,NA,NA,NA,NA
KTA012087,Ngo Van Nguyet,11/4/1997,KV2,Khong,Khong,4,NA,8.5,6.25,NA,6.5,NA,7.25,NA,NA,NA,NA,NA
SPB003243,Nguyen Van Phuong,4/16/1997,KV1,Khong,Khong,7.5,5,6.5,7.5,NA,NA,NA,5.5,NA,NA,NA,NA,NA
SPB041220,Nguyen Van Hoa,12/21/1997,KV2,Khong,Khong,7,NA,7.5,7.75,4,NA,4,NA,NA,NA,NA,NA,NA
TMA002432,Nguyen Thi Tuan,2/20/1997,KV2-NT,Khong,Khong,6.25,6,8.5,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
TMA035387,Tran Van Tuan,10/9/1997,KV2,Khong,Khong,6.5,6.25,NA,7.75,4.25,NA,NA,5.25,NA,NA,NA,NA,NA
KTA099894,Bui Thi Nga,3/18/1997,KV2,NDT1,Khong,7,5.5,8,7.5,NA,NA,NA,3.5,NA,NA,NA,NA,NA
CON039069,Do Xuan Khoa,5/13/1997,KV2-NT,Khong,Khong,4.25,7,7,8.75,NA,NA,NA,4,NA,NA,NA,NA,NA
KTA019984,Nguyen Thi Sang,10/8/1997,KV1,NDT2,Khong,4.75,NA,NA,6.75,NA,NA,NA,8.25,NA,NA,NA,NA,NA
TLA059396,Nguyen Thi Hung,4/15/1997,KV2-NT,Khong,Khong,6.75,6.75,4.25,7.75,NA,NA,6.75,NA,NA,NA,NA,NA,NA
KTA009674,Vu Van Hao,9/11/1997,KV2-NT,Khong,Khong,7.25,6,8.25,3.25,NA,NA,8,4,NA,NA,NA,NA,NA
CON020309,Le Thi Hue,4/8/1997,KV2,Khong,Khong,8.25,6.25,4.75,NA,NA,NA,NA,5.75,NA,NA,NA,NA,NA
KTA016204,Phan Hai Hung,1/6/1997,KV2,Khong,Khong,6.5,5.75,NA,7.5,NA,NA,NA,8.25,NA,NA,NA,NA,NA
ABC079260,Nguyen Thi Giang,4/18/1997,KV2-NT,Khong,Khong,7.25,6.25,4.75,7.5,NA,NA,NA,7.25,NA,NA,NA,NA,NA
TLA069156,Tran Van Dung,5/2/1997,KV2-NT,Khong,Khong,7.5,6.25,6,7,NA,NA,NA,7,NA,NA,NA,NA,NA
ABC069067,Hoang Van Giang,8/16/1997,KV2,Khong,Khong,5.25,7.5,7,NA,3.75,NA,NA,6.75,NA,NA,NA,NA,NA
ABC045160,Pham Thi Cao,12/31/1997,KV2-NT,Khong,Khong,5,5.5,NA,NA,7.25,NA,NA,7.5,NA,NA,NA,NA,NA
ABC064617,Pham Minh Hung,11/6/1997,KV2,Khong,Khong,8.25,5,NA,NA,NA,NA,NA,5.75,NA,NA,NA,NA,NA
BKT033535,Nguyen Thi Nga,6/27/1997,KV1,Khong,Khong,6.5,8.5,6.75,NA,NA,5,7.75,7.75,NA,NA,NA,NA,NA
KTA082673,Vu Thi Kiem,10/28/1997,KV3,Khong,Khong,7.5,5.75,NA,8.5,NA,NA,NA,2.75,NA,NA,NA,NA,NA
ABC049936,Pham Minh Kiem,6/17/1997,KV2-NT,Khong,Khong,7.25,7,8.5,NA,NA,NA,NA,4.5,NA,NA,NA,NA,NA
BKT079519,Nguyen Thi Thang,7/19/1997,KV2,Khong,Khong,4.25,6,6.5,7.75,NA,8,NA,4.25,NA,NA,NA,NA,NA
SPB071986,Pham Thi Giang,12/15/1997,KV1,Khong,Khong,4.75,6.5,NA,6.25,NA,NA,NA,7.25,NA,NA,NA,NA,NA
CON053274,Tran Dang Nga,4/24/1997,KV2-NT,Khong,Khong,8,6.75,6.25,7.25,NA,NA,6.25,NA,NA,NA,NA,NA,NA
TMA013171,Vu Van Thang,7/18/1997,KV1,Khong,Khong,5.5,6.75,7,6.5,5.75,NA,NA,NA,NA,NA,NA,NA,NA
ABC019982,Nguyen Thi Hue,4/1/1997,KV2-NT,Khong,Khong,4.25,6.75,6.25,6.75,7,3.5,NA,9,NA,NA,NA,NA,NA
KTA059407,Nguyen Van Ha,1/30/1997,KV2-NT,Khong,Khong,4.75,7,NA,6.75,6,NA,NA,7.75,NA,NA,NA,NA,NA
SPB056170,Nguyen Van Anh,10/20/1997,KV2-NT,Khong,Khong,7,6.25,6.5,6.75,NA,NA,NA,3.75,NA,NA,NA,NA,NA
KTA005289,Nguyen Thi Huong,1/16/1997,KV2-NT,Khong,Khong,7.5,6.5,8.75,5.5,NA,NA,6,3.5,NA,NA,NA,NA,NA
TMA078686,Nguyen Dang Thang,7/11/1997,KV3,Khong,Khong,7,8.5,6.25,NA,NA,NA,NA,3.25,NA,NA,NA,NA,NA
TMA058627,Le Van Sang,9/14/1997,KV1,Khong,Khong,8.25,5,6.75,8.25,NA,NA,NA,5,NA,NA,NA,NA,NA
BKT067943,Tran Thi Hung,5/27/1997,KV2-NT,Khong,Khong,6.25,7.75,6.5,NA,7.75,NA,NA,5.5,NA,NA,NA,NA,NA
ABC029560,Nguyen Thi Ha,3/20/1997,KV3,Khong,Khong,7,7.75,NA,NA,NA,NA,NA,5.25,NA,NA,NA,NA,NA
TLA031048,Nguyen Van Huong,10/22/1997,KV2-NT,Khong,Khong,7.5,6.75,4.25,4.75,NA,NA,6,7,NA,NA,NA,NA,NA
TLA044564,Pham Minh Ha,2/28/1997,KV2,NDT1,Khong,6.5,5.25,8.5,6.25,NA,NA,6,6,NA,NA,NA,NA,NA
ABC019281,Vu Thi Hao,4/26/1997,KV2-NT,Khong,Khong,9,NA,6.5,NA,NA,NA,NA,3.5,NA,NA,NA,NA,NA
BKT037458,Tran Van Tuan,3/20/1997,KV2-NT,Khong,Khong,6.5,6.25,5.75,4.5,8.5,NA,7,NA,NA,NA,NA,NA,NA
TMA010500,Le Thi Ha,1/11/1997,KV2-NT,Khong,Khong,7,4.5,7.5,7.75,7.25,NA,5.5,4.75,NA,NA,NA,NA,NA
ABC074200,Tran Van Hung,5/23/1997,KV2,Khong,Khong,8,6.25,NA,5,NA,NA,NA,5,NA,NA,NA,NA,NA
SPB053052,Tran Thi Hai,10/25/1997,KV2,Khong,Khong,5,7,NA,6.75,NA,NA,7.25,8,NA,NA,NA,NA,NA
TLA055283,Tran Thi Dung,8/26/1997,KV2-NT,Khong,Khong,6.75,4,9.25,NA,NA,6.75,8.5,4.75,NA,NA,NA,NA,NA
SPB009575,Nguyen Van Dung,9/2/1997,KV3,NDT2,Khong,9,7.25,6,7,3.75,NA,NA,5.25,NA,NA,NA,NA,NA
TLA031417,Nguyen Thi Kien,12/21/1997,KV3,Khong,Khong,7,7.25,6.5,8,NA,NA,NA,3,NA,NA,NA,NA,NA
TLA002276,Nguyen Van Giang,5/16/1997,KV3,Khong,Khong,6.25,4.5,5.25,5.5,5.5,NA,NA,9,NA,NA,NA,NA,NA
KTA066698,Nguyen Van Nguyet,9/9/1997,KV1,Khong,Khong,8.25,8,7.75,4.5,NA,NA,NA,5,NA,NA,NA,NA,NA
BKT056061,Tran Thi Khoa,12/31/1997,KV3,Khong,Khong,5.75,6.75,6.5,NA,NA,NA,6.25,6.75,NA,NA,NA,NA,NA
BKT036870,Ho Van Quan,6/28/1997,KV2,Khong,Khong,6,6.5,6.5,5.5,NA,NA,NA,6.75,NA,NA,NA,NA,NA
SPB069869,Nguyen Thi Hoa,8/13/1997,KV1,Khong,Khong,7.25,7.25,5.5,4.75,NA,NA,NA,5.5,NA,NA,NA,NA,NA
TMA086503,Nguyen Van Kiem,3/4/1997,KV1,Khong,Khong,7.75,6,6.75,6.75,5.5,NA,NA,4.75,NA,NA,NA,NA,NA
TMA079981,Pham Thi Anh,4/24/1997,KV1,Khong,Khong,7.75,4.5,7.5,7.75,NA,4.5,7.75,NA,NA,NA,NA,NA,NA
SPB022717,Bui Thi Giang,4/14/1997,KV2-NT,Khong,Khong,7.5,4,NA,8.25,NA,NA,NA,7.25,NA,NA,NA,NA,NA
SPB028260,Hoang Thi Tuan,4/25/1997,KV2-NT,Khong,Khong,7.25,4.5,5,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
BKT056330,Nguyen Thi Giang,12/2/1997,KV3,Khong,Khong,6.75,7.25,6.25,7.5,NA,NA,9,3.25,NA,NA,NA,NA,NA
TLA060954,Nguyen Thi Khoa,2/23/1997,KV3,Khong,Khong,8.5,4.75,NA,5.25,4.75,NA,4.25,9.5,NA,NA,NA,NA,NA
ABC093908,Nguyen Thi Nga,12/5/1997,KV2-NT,Khong,Khong,7.75,5,7.25,7,NA,NA,8,2.75,NA,NA,NA,NA,NA
SPB050437,Tran Van Ha,4/25/1997,KV2-NT,Khong,Khong,7.25,5.25,7,NA,NA,NA,NA,5.25,NA,NA,NA,NA,NA
CON064747,Le Thi Anh,2/6/1997,KV2,Khong,Khong,5,6.75,7,7,8.25,NA,NA,3.25,NA,NA,NA,NA,NA
BKT073474,Dang Nhu Kiem,4/28/1997,KV2,Khong,Khong,8.5,NA,5.5,6.25,5.5,NA,4.75,NA,NA,NA,NA,NA,NA
TLA048640,Nguyen Hai Tuan,5/22/1997,KV2,Khong,Khong,5.5,5.75,NA,8.5,NA,NA,NA,4.25,NA,NA,NA,NA,NA
KTA063618,Hoang Van Cao,4/23/1997,KV1,Khong,Khong,4.25,7.25,NA,7,NA,NA,NA,5.5,NA,NA,NA,NA,NA
KTA077040,Le Dang Huong,7/3/1997,KV2-NT,Khong,Khong,7.25,4.75,7,6.5,5.5,NA,NA,7.25,NA,NA,NA,NA,NA
TMA048224,Nguyen Van Thang,6/25/1997,KV2,Khong,Khong,7.25,6.5,6.5,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
BKT093559,Le Thi Hai,8/14/1997,KV2-NT,Khong,Khong,6.75,8,7.5,4.75,9,NA,8.5,3.5,NA,NA,NA,NA,NA
CON000241,Pham Van Nguyet,12/5/1997,KV3,Khong,Khong,6.5,4.25,NA,6,NA,NA,NA,7.75,NA,NA,NA,NA,NA
SPB024417,Tran Thi Quan,3/8/1997,KV2-NT,Khong,Khong,8.25,5,6.5,4,NA,NA,6.25,NA,NA,NA,NA,NA,NA
TMA072622,Vu Thi Hung,7/3/1997,KV2-NT,Khong,Khong,6.5,6.75,NA,8,NA,NA,7.25,2.25,NA,NA,NA,NA,NA
TMA070007,Nguyen Thi Nga,1/24/1997,KV2-NT,Khong,Khong,7.25,7.75,6.25,NA,NA,NA,4.75,8.25,NA,NA,NA,NA,NA
TLA053494,Tran Thi Anh,10/2/1997,KV3,Khong,Khong,8.25,7.75,NA,3.5,NA,NA,NA,6,NA,NA,NA,NA,NA
TLA008120,Nguyen Van Kien,3/29/1997,KV3,Khong,Khong,6.25,7,NA,6.25,NA,NA,NA,7.75,NA,NA,NA,NA,NA
TLA002115,Dang Van Hung,11/26/1997,KV3,Khong,Khong,5.25,7,7.25,6.5,NA,6,7,3,NA,NA,NA,NA,NA
